,x1,x2,x3,x4,x5,x6,x7,x8,class
597,2.79,27.94,9.78,0.98,1.4,4.89,0.42,0.42,0
598,15.39,53.22,6.39,1.97,2.78,2.33,1.12,0.61,1
599,1.89,12.37,3.33,4.44,5.55,2.49,0.69,0.29,1
600,7.78,25.94,6.75,1.43,2.98,2.08,0.84,0.67,1
601,13.5,54.53,9.35,5.19,4.15,1.49,2.28,1.06,1
603,1.84,6.12,4.55,2.02,2.33,1.26,0.33,0.19,0
604,1.24,7.89,2.76,0.45,0.9,0.84,0.28,0.23,0
606,1.27,7.31,3.05,2.43,2.54,0.87,0.44,0.25,0
607,2.22,22.2,3.33,4,5.55,1.92,0.53,0.34,0
608,12.97,31.13,5.71,1.5,3.89,1.82,1.18,1.11,0
609,12.98,62.32,9.35,5.19,4.67,2.73,2.08,1.33,1
610,9.08,23.35,6.23,2.59,3.63,2.76,0.84,0.59,1
611,1.13,11.26,3.38,0.79,0.96,0.45,0.23,0.15,0
612,20,75,9,4.5,6,4.84,2.47,1.8,1
613,8.19,32.75,6.55,2.46,2.29,2.6,0.93,0.57,1
614,3.03,25.43,3.18,2.07,2.54,2,0.67,0.28,1
615,0.68,11.26,5.63,0.48,0.9,0.45,0.3,0.17,0
616,1.13,12.39,5.41,0.68,1.01,0.79,0.34,0.22,0
617,4.66,14.91,5.59,1.21,1.49,1.3,1.21,0.84,0
618,2.61,12.58,6.34,1.49,2.98,1.61,1.02,0.7,0
619,5.49,24.5,10,2,1.71,3.5,0.49,0.29,1
620,1.84,12.24,3.98,1.71,3.06,1.57,0.37,0.15,1
621,3.36,17.68,3.36,0.88,2.65,2.48,0.34,0.27,0
622,12,41.25,7.5,3.75,5,3.93,2.23,1.19,1
623,5.31,24.25,3.36,3.02,4.52,2.78,1.71,0.64,0
624,1.01,11.26,4.73,1.13,0.68,2.25,0.55,0.38,0
625,18,82.5,10,7,9,5.43,2.33,2.27,1
626,4.67,25.94,6.23,1.82,3.37,2.78,1.38,0.79,0
627,2.22,17.76,3.88,3.33,4.44,2.11,0.44,0.33,0
628,5.59,22.36,6.34,1.3,1.86,1.56,1.06,0.67,0
629,7.78,28.36,5.97,2.46,4.15,2.58,0.99,0.82,1
630,12,55,6.5,5,5.99,4.5,2.43,1.86,0
631,14.41,60.06,7.21,4.8,4.92,3.78,1.82,1.33,1
632,12.46,46.74,8.31,3.12,3.12,2.1,1.93,1.42,1
633,3.17,22.36,5.96,1.3,2.33,1.19,0.8,0.41,1
634,3.35,24.22,5.59,1.68,1.58,1.24,0.85,0.53,0
635,5.78,28.88,5.05,1.8,3.61,3.18,1.12,0.82,0
636,2.45,12.24,5.2,2.26,4.28,1.59,0.55,0.24,0
637,14.02,59.73,8.93,4.15,3.64,3.33,2.91,2.71,1
638,4.69,28.88,3.61,2.89,3.61,2.89,1.21,0.82,0
640,9.08,33.73,7.78,1.63,2.85,2.56,1.23,0.87,1
641,15,75,8.25,6,8,4,2.25,1.75,0
642,15,65,8.15,5,5,4.19,1.89,1.43,1
643,0.67,6.68,3.34,4.46,4.46,1.08,0.18,0.14,0
644,7.03,32.2,3.81,1.76,1.87,1.77,0.8,0.6,0
645,2.45,9.79,2.63,2.02,3.06,1.53,0.28,0.17,0
646,1.01,11.26,4.28,0.68,1.01,1.8,0.34,0.23,0
648,1.59,9.18,4.28,2.33,4.28,1.56,0.42,0.19,1
649,8.5,25,14.5,1,3,4,1,1,0
650,3.23,16.15,4.17,1.21,1.29,2.02,0.78,0.57,0
651,3.06,12.23,3.97,0.92,1.36,0.88,0.48,0.38,0
653,9.83,37.66,6.55,2.21,4.09,2.57,1.56,0.78,1
654,4.46,20.29,4.06,1.08,1.62,1.22,0.55,0.42,1
655,5.41,19.61,4.06,0.81,1.35,0.84,0.48,0.39,1
656,8.66,28.88,6.94,5.78,9.4,3.73,0.72,1.23,0
657,11.17,59.56,8.93,5.21,5.21,3.36,1.38,1.15,1
658,25,70,9,4,6,4.89,2.58,2.09,1
659,3.75,20.5,4.25,0.95,1.43,1.43,0.65,0.7,0
660,6.86,34.52,6.12,1.79,2.1,2.53,1.69,1.69,0
661,1.77,26.52,2.17,1.33,1.59,2.48,1.5,0.57,0
662,8,54,7.5,3.25,6,3.79,2.25,1.27,0
663,1.58,11.26,3.94,0.79,1.13,1.58,0.31,0.23,0
664,7.52,25.94,4.62,1.19,3.63,2.73,0.85,0.67,0
665,6.14,29.96,5.05,4.33,4.33,3.18,0.94,0.79,0
666,15.5,60,8.25,5.5,7.99,5.06,2.38,1.71,1
668,6.5,21.66,5.05,2.89,2.17,2.57,1,0.36,0
669,1.01,28.16,4.73,0.9,0.84,2.25,0.27,0.23,0
672,20,70,9,4,6,3.85,2,1.71,1
673,5.59,27.95,5.59,1.58,3.54,1.55,0.87,0.5,0
674,2.65,21.22,2.3,2.21,2.21,2.21,0.8,0.47,0
675,3.54,17.68,2.74,1.33,2.43,2.68,0.97,0.52,0
676,0.86,9.79,1.84,1.84,3.98,1.44,0.45,0.18,0
677,2.45,9.79,3.37,2.14,4.28,1.59,0.37,0.16,0
678,5.59,18.63,5.59,1.49,2.24,1.44,0.89,0.47,0
679,2.99,10,4.04,1,2,0.94,0.73,0.41,0
680,15,60,9,5.62,7,4.87,2.56,1.38,1
682,1.22,9.18,4.9,2.75,2.45,2.14,0.43,0.31,0
683,2.14,6.12,5.51,1.53,2.69,0.98,0.4,0.18,0
684,3.5,12,2.5,2,3,0.75,0.9,0.5,0
685,3.98,9.72,2.56,1.11,1.33,2.12,0.31,0.27,0
686,14.15,61.42,8.93,5.21,5.58,3.45,1.87,1.28,1
687,3.54,10.61,2.74,1.33,2.43,2.68,0.97,0.52,0
688,5.55,33.32,5.55,2.22,1.78,2.61,1.08,0.75,1
689,6.55,32.75,5.49,1.31,1.97,2.35,1.09,0.45,0
690,4.1,15,4.91,3.53,4.21,1.52,0.34,0.26,0
691,1.58,11.26,4.51,0.68,1.01,2.25,0.34,0.24,0
692,22,48,8.38,4.5,10,3.5,2.9,2.05,0
693,10.39,41.55,8.31,2.6,2.6,1.6,1.59,1.25,1
694,4.69,29.96,5.05,5.78,4.33,2.79,0.94,0.79,0
695,1.84,7.96,3.49,1.47,2.45,1.34,0.45,0.16,1
696,4.66,27.95,6.52,1.49,2.8,1.41,0.95,0.64,1
698,10.39,51.93,8.57,4.15,3.64,1.69,1.69,1.04,1
699,5,19,3.28,0.75,1,1.93,0.5,0.35,0
700,13.25,48,8,4,5,4.5,1.89,1.5,1
701,1.84,9.79,3.06,1.65,2.45,1.39,0.35,0.17,0
702,7.78,25.94,7.61,1.69,2.33,2.63,0.97,0.68,0
703,5.92,20.76,6.23,1.56,3.63,1.49,0.77,0.74,0
704,5.5,25.09,7.3,1.38,1.59,3.14,0.53,0.4,1
705,5.38,24.65,6.41,1.41,2.18,2.63,0.97,0.68,0
706,5.12,20.5,4.66,1.86,1.77,1.35,0.81,0.56,0
707,14.99,57,10,5,7,4.25,2.42,1.74,0
708,22,70,8,8,6,3.62,2.02,1.3,0
709,2.45,9.79,4.9,1.84,2.82,1.8,0.53,0.29,0
711,6.65,39.92,6.65,1.33,1.33,3.84,0.71,0.23,0
712,0.45,17.82,3.56,2.45,4.01,0.67,0.16,0.11,0
713,2.72,15.57,4.15,1.22,1.43,1.97,0.73,0.47,0
714,2.92,17.68,3.53,1.06,1.9,1.77,0.96,0.51,0
715,1.67,10.02,2.47,0.6,2,1.34,0.22,0.17,1
716,1.21,12.12,4.04,0.81,0.81,1.21,0.48,0.2,0
717,5.28,22.62,5.28,3.02,3.39,3.39,1.24,0.6,0
718,3.73,27.95,5.57,0.75,1.86,1.26,0.56,0.28,0
719,5.22,27.95,7.08,2.24,2.8,1.54,1.02,0.58,1
720,11.43,60.24,9.35,4.83,4.15,3.31,2.86,2.52,1
721,8.19,45.03,5.73,1.64,2.46,2.64,1.11,0.38,1
722,10,40,8,3,4.5,1.79,1.05,0.36,0
723,7.78,33.32,5.55,2.78,2.67,2.59,1.32,0.95,1
724,2.89,17.35,6.87,1.74,3.04,2.58,0.69,0.55,1
725,1.22,7.96,3.06,1.47,2.45,1.34,0.31,0.16,0
726,5.28,27.52,4.37,3.02,3.77,2.45,1.03,0.45,0
727,2.89,23.64,3.33,4.77,5.55,2.95,0.66,0.44,1
728,20.5,64.35,10,5,7,5.5,2.7,2.1,1
729,13.41,60.36,10.06,5.36,6.04,3.4,2.21,1.58,1
730,16.1,72.71,9.35,5.19,4.15,3.14,2.53,2.49,1
731,12.46,62.32,9.65,4.15,4.15,3.19,2.98,2.66,1
732,4.66,18.63,5.59,1.49,2.33,1.46,0.68,0.47,0
733,5.99,17.98,9,2,1.8,2.9,1.05,0.72,0
734,21,70,8.75,5,6,4.6,2.15,1.95,1
735,5.73,36.85,5.73,1.18,1.8,1.77,1.04,0.43,0
736,5.3,35.36,3.54,1.68,3.54,2.3,0.82,0.47,1
737,5.41,16.23,3.92,0.41,0.95,0.81,0.54,0.32,0
738,2.73,24.53,3.07,1.02,0.36,0.74,0.42,0.23,1
739,18.02,72.07,7.21,4.8,4.8,3.52,1.82,1.12,1
740,1.65,7.35,2.45,1.47,2.82,1.58,0.42,0.17,1
741,1.35,9.79,4.28,1.47,1.96,0.98,0.27,0.18,0
743,10,47.5,8.5,5,6,3.96,2.67,1.65,1
744,1.27,9.53,3.18,3.02,2.38,1.49,0.63,0.37,0
745,1.75,25,3,0.7,1.5,0.9,0.36,0.4,0
746,2.45,7.35,3.37,1.84,3.06,0.61,0.31,0.2,0
747,8.19,32.75,4.58,1.64,2.46,1.97,1.15,0.41,0
748,1.58,11.26,4.51,0.68,1.01,2.14,0.34,0.24,0
749,8.6,40.94,6.55,2.62,3.68,3.03,1.12,0.53,1
750,3.35,18.63,5.03,1.21,1.58,1.3,0.68,0.47,0
751,16.38,49.13,6.55,2.21,2.87,2.87,1.29,0.9,1
752,11.43,57.16,8.57,6.19,6.67,3.7,1.81,1.7,1
753,1.66,14.43,3.33,4.55,3.44,2.8,0.64,0.28,0
754,8.19,49.13,5.73,2.54,3.28,2.69,1.43,0.68,1
755,4.33,16.8,2.43,0.88,1.59,2.95,0.95,0.65,0
756,2.23,20.95,4.82,2.51,1.82,3.63,0.37,0.26,0
757,13.1,40.94,9.01,2.87,4.09,2.18,1.14,0.47,1
758,10,35,3.5,1,2,1.3,1,1.1,0
759,2.12,12.82,2.65,0.88,1.77,2.18,0.5,0.39,0
760,15,60,9,4.5,6,4.82,2.28,1.78,1
761,0.73,7.35,4.28,1.22,2.45,1.14,0.21,0.21,0
762,1.27,11.12,2.86,1.91,2.51,1.79,0.53,0.3,0
763,1.27,25.43,3.18,1.27,2.54,1.91,1.02,0.2,0
764,9.35,51.93,8.31,4.15,3.64,3.25,2.8,2.39,1
765,8.78,35.13,4.1,1.87,2.34,1.76,0.96,0.73,1
766,3.35,18.63,5.96,1.07,2.05,0.89,0.78,0.35,0
767,6.14,28.88,4.76,2.53,3.61,2.82,0.89,0.74,0
768,6.14,36.1,5.05,2.89,4.33,2.96,0.89,0.79,0
769,4.67,24,5.19,7.52,2.33,3.11,0.93,0.64,0
770,11.17,67.01,7.45,5.03,5.21,2.62,1.66,0.98,1
771,2.19,18.12,3.66,2.54,4.77,1.27,0.56,0.36,0
772,2.3,9.79,2.45,1.35,2.69,1.84,0.37,0.12,0
773,2.55,14.78,5.1,0.71,1.83,1.22,0.51,0.38,1
774,8.66,28.88,6.4,3.61,3.61,2.62,1.1,0.98,0
775,12.46,51.93,8.31,4.05,2.86,3.16,2.04,2.01,1
776,5.19,18.16,5.97,1.82,3.63,1.95,0.65,0.47,0
777,4.91,30.7,6.14,1.97,4.91,2.84,1.25,0.52,0
778,5,30,4,1.5,3,1.25,1.42,1.01,0
779,14,55,8,4,5.5,4.03,2.05,1.46,1
780,13.5,65,9,5,6,3.62,2.02,1.39,1
781,8.04,18.68,5.71,2.46,3.89,1.82,1.06,0.61,0
782,14,75,9.76,5,8.5,4.17,2,1.38,0
783,11.43,54.53,8.56,3.53,3.12,2.82,2.6,1.64,1
784,2.45,12.23,3.67,1.02,1.22,0.9,0.66,0.49,1
785,2.22,17.76,3.55,1.78,3.11,2.55,0.67,0.43,1
786,15.58,62.32,8.31,5.19,5.19,1.69,2.56,0.99,1
787,16,55,9,6,7,5.6,2.45,2.21,1
788,10.39,44.14,8.31,2.86,3.12,1.8,1.86,1.26,1
789,3.73,13.04,4.47,0.93,1.49,1.12,0.89,0.56,0
790,11,40,7,3,4.5,4.8,1.67,1.2,0
791,8.19,24.56,6.55,1.51,2.05,2.46,1.01,0.47,1
792,4.93,38.32,3.94,2.19,1.75,1.64,0.99,0.78,0
793,1.84,18.36,5.2,2.02,2.33,1.41,0.37,0.19,1
794,18.02,69.07,7.21,5.41,6.01,4.05,2.13,1.45,1
795,7.22,26.71,5.05,3.61,3.61,2.17,1.44,0.69,0
796,12.46,51.93,10.38,4.67,3.12,3.29,1.99,2.01,1
797,4.23,28.21,5.64,5.29,6.35,1.06,0.5,0.35,0
798,19,75,8,3,4.62,4.31,1.95,1.57,0
799,22,70,10.5,5,4.75,4.86,1.62,1.29,0
800,6.23,28.54,5.97,2.59,2.59,2.74,1.05,0.7,1
801,0.98,7.35,4.9,1.65,1.96,0.73,0.39,0.13,0
803,18.42,70.42,5.32,3.6,4.67,2.95,1.74,1.15,0
804,1.27,6.99,2.86,2.22,3.02,0.87,0.79,0.29,0
805,2.14,13.77,6.12,1.84,2.51,1.18,0.41,0.15,0
806,10.39,46.74,8.31,3.64,3.64,3.05,2.93,2.23,1
807,15,65,7.25,3.38,5,3.72,2.17,1.22,0
808,15,80,9,8,7,5,2.1,1.78,1
810,1.35,11.02,3.06,0.98,2.45,1.47,0.32,0.17,0
811,18.02,72.07,7.21,4.97,5.41,3.61,2.1,1.54,1
812,3.99,19.93,2.19,1.1,4.09,1.2,0.6,0.27,0
813,0.61,9.79,3.67,1.84,3.67,1.22,0.37,0.14,0
815,2.02,8.88,4.16,1.84,3.67,1.51,0.43,0.16,0
816,5.7,24.56,3.6,3.77,3.26,1.47,0.95,0.32,0
817,4,29.19,4.96,0.95,1.94,1.49,0.92,0.76,0
818,2.7,37.27,4.66,1.3,2.24,1.3,1.09,0.54,0
819,2.31,14.99,5.88,1.41,3.33,2.31,0.58,0.38,0
821,4.42,17.68,3.45,1.41,2.08,2.3,0.82,0.38,0
822,3.73,16.77,5.22,1.49,2.8,1.08,0.84,0.48,1
823,10.64,27.94,6.65,1.33,1.6,2.48,0.67,0.3,0
824,5,19.44,3.5,1.2,2.75,1.55,0.6,0.29,0
825,4.15,36.32,4.67,1.3,2.08,2.56,0.62,0.52,0
826,0.86,6.12,3.06,3.06,2.45,0.73,0.31,0.18,0
827,10.39,57.13,8.31,4.93,4.15,3.31,2.94,2.97,1
828,1.91,8.7,5.78,1.22,1.89,1.42,0.62,0.65,0
829,6.66,33.32,5.55,2.22,2.11,2.56,1.34,1.3,1
830,2.74,26.52,2.65,1.68,3.54,2.3,0.82,0.47,0
832,2.04,14.27,3.87,0.61,1.12,0.71,0.44,0.25,0
833,8.19,36.03,5.73,2.46,3.28,2.01,1.38,0.49,1
834,4.96,23.7,4.13,1.19,1.37,2.41,0.84,0.39,0
835,18.7,77.9,9.35,4.15,4.15,3.27,2.68,2.44,1
836,15.58,62.32,10.39,6.75,5.97,2.92,2.73,1.51,1
837,6.55,19.65,5.73,1.64,2.46,2.46,1.31,0.49,0
838,8.19,38.48,4.91,1.31,2.46,1.47,0.97,0.41,0
839,4.15,19,5.95,1,0.75,1.11,0.5,0.35,0
840,2.14,9.18,2.6,1.53,5.08,1.2,0.43,0.18,0
841,3.06,8.57,4.28,3.06,4.28,1.1,0.49,0.16,0
842,3,18.37,3.17,1.22,1.5,1.81,0.88,0.47,0
843,7.22,36.1,5.05,2.89,3.61,2.57,1,0.76,0
844,1.63,11.21,3.67,0.61,1.53,1.38,0.51,0.48,0
845,8.82,28.54,10.38,1.56,1.56,0.78,0.65,0.42,0
846,13.21,60.06,7.81,4.8,4.8,3.46,1.49,1.17,1
848,3.26,16.29,3.26,1.63,1.83,1.15,0.23,0.15,0
849,7.37,36.85,7.37,2.78,1.64,2.24,0.85,0.32,0
850,5.28,24.88,6.3,1.88,2.83,3.11,1.21,0.58,0
851,1.12,9.3,5.58,3.72,3.95,1.61,0.51,0.33,1
852,10.39,49.34,8.31,3.64,4.15,3.09,2.8,3.01,1
853,18.02,78.08,7.21,5.5,4.68,3.56,1.64,1.02,1
854,3,17,3,0.85,1,1.03,0.4,0.33,0
855,13,70,7,5,6,5.43,3.06,1.56,1
856,13.4,59.56,7.82,5.12,5.96,3.92,1.69,1.36,1
857,7.94,27.79,6.14,2.53,3.61,2.53,1.44,1.35,0
858,2.85,12.22,3.26,1.32,2.04,1.08,0.24,0.13,0
859,3.67,7.96,4.9,1.78,3.37,0.73,0.24,0.12,0
860,8,30,10.25,1.25,2.25,1.25,1,1.43,0
861,4.2,25.02,6.44,5,4.2,0.9,0.33,0.21,0
862,5.12,26.09,5.59,2.05,3.73,1.75,0.97,0.61,1
863,1.22,4.9,1.84,2.45,3.06,0.73,0.36,0.14,0
864,3.06,17.32,4.08,0.57,1.43,1.22,0.56,0.41,0
866,6.55,36.85,4.09,1.23,2.46,1.64,0.85,0.7,0
868,5.78,25.27,5.05,2.17,2.53,3.25,0.99,0.72,0
871,2.53,26.4,5.97,1.61,2.74,2.03,0.71,0.67,0
873,3.23,19.38,3.88,1.29,1.29,1.29,0.65,0.48,0
874,4.28,14.69,3.06,1.53,1.84,1.29,0.34,0.13,1
875,2.65,20.33,2.74,1.41,2.03,2.48,0.6,0.37,0
876,5.3,35.36,3.54,1.68,3.54,2.3,0.82,0.47,0
877,5.41,28.88,5.23,2.53,2.53,2.53,0.84,0.63,0
878,5.4,27.91,5.59,0.93,2.05,1.6,0.98,0.53,1
879,30.5,67.5,10,5,6,3.6,2.33,1.9,0
880,13.1,24.56,3.98,1.64,2.29,1.8,0.97,0.41,0
881,3.38,17.58,2.98,0.54,1.35,0.77,0.47,0.3,1
882,5.41,27.07,5.05,2.53,2.53,2.17,0.84,0.63,0
883,2.11,21.09,3.33,3.33,4.44,2.53,0.55,0.34,1
884,2.56,15.82,5.12,2.05,1.77,1.26,0.43,0.26,1
885,1.11,15.59,4.01,1.78,3.56,0.76,0.27,0.22,0
886,5.19,23.35,6.23,1.82,3.11,3.21,0.82,0.69,0
887,2.33,8.88,3.33,3.33,3.33,2.37,0.59,0.39,0
888,10.39,46.74,9.35,4,4.15,3.01,2.8,2.52,0
889,2.31,14.99,5.88,2.05,3.33,3.4,0.58,0.38,0
893,16.88,62.32,9.35,6.23,5.19,2.77,2.43,1.96,1
894,18.02,72.07,7.21,5.41,5.41,3.63,1.99,1.26,1
895,1.22,15.59,4.01,1.89,3.56,0.97,0.27,0.22,0
896,1.22,6.12,3.06,2.33,3.67,1.43,0.33,0.15,0
897,20,60,8,4,6,4.32,1.9,1.54,1
898,3.4,32.67,6.81,8.85,11.57,4.17,0.61,0.27,1
899,13.1,49.13,6.96,1.9,4.09,2.78,1.28,0.58,1
900,20,60,9.75,3.25,5,5,2.25,1.75,1
901,2.45,10.1,2.75,3.37,5.51,1.63,0.45,0.17,0
902,12,45,7.5,3.5,5.5,4,1.92,1.25,1
903,10.23,24.56,5.73,1.29,1.97,1.47,1.06,0.41,0
904,2.45,9.79,2.63,1.99,2.45,0.98,0.37,0.16,0
905,2.98,9.32,11.18,1.3,2.14,0.93,0.84,0.37,0
906,5.59,33.54,6.52,1.58,2.8,1.65,1.1,0.78,1
908,4.23,28.21,7.05,7.05,7.05,2.12,0.54,0.32,0
909,10.23,36.03,6.55,1.64,2.46,2.4,1.25,0.63,1
910,1.87,5.62,4.68,4.45,4.56,1.59,0.44,0.16,1
913,5.78,32.49,4.84,3.61,4.33,2.89,0.99,0.54,0
914,20,100,9.95,6,8,4.67,2.08,1.33,0
915,6,26.5,5.5,1.5,2.5,1.62,0.66,0.57,0
917,2.92,17.68,2.65,1.77,2.21,1.77,0.34,0.3,0
918,16.22,60.06,7.21,5.11,5.41,3.52,1.79,1.04,1
919,2.56,8.97,4.47,1.41,1.67,2.47,0.48,0.4,0
921,15.5,60,8,3,6,4.67,2.17,1.29,0
922,2.48,14.14,2.65,1.06,2.12,1.63,0.34,0.21,0
923,2.65,30.94,4,1.5,2.56,2.35,0.76,0.67,1
924,6.65,18.63,6.25,1.6,1.46,3.28,0.67,0.2,0
925,5,25,5,1,2,1.3,1,0.81,0
926,6.66,33.32,5.55,2.67,2.22,2.48,1.43,1.38,1
927,5.3,15.03,3.01,0.88,1.5,4.42,0.37,0.29,0
928,5.49,24.5,10,2,1.71,3.5,0.49,0.29,0
929,1.27,12.71,3.02,2.54,8.26,3.81,0.32,0.16,0
930,0.9,22.53,4.17,0.79,1.46,1.13,0.51,0.39,0
931,6.5,27.07,5.05,2.89,2.53,3.25,0.87,0.77,0
932,12.46,51.93,7.79,2.08,2.6,1.69,1.43,0.86,1
933,2.65,15.91,2.65,1.68,1.5,2.08,0.82,0.47,0
934,15,49,9,5,6,4.2,2.98,2.43,1
935,3.67,9.79,4.9,1.84,3.37,1.02,0.38,0.12,0
936,2.44,12.21,3.33,2.63,3.33,2.67,0.59,0.37,0
937,13.41,40.24,9.39,5.36,3.02,2.84,2.46,2.01,0
938,20,65,9.85,7.25,8,5.79,3.01,1.89,1
939,12.75,45,8,3.5,5,4.5,1.85,1.29,0
940,5.28,18.85,5.28,2.83,3.13,3.02,1.13,0.55,0
941,6.14,43.31,5.41,3.07,5.05,3.34,1.11,0.88,0
942,18.93,87.39,16.02,9.32,8.74,4.14,3.09,2.25,1
945,3.54,8.84,2.2,1.77,3.89,2.03,0.82,0.34,0
946,2.75,12.24,2.91,1.22,3.67,2.05,0.48,0.17,0
947,4.07,14.25,2.85,1.22,2.04,1.15,0.26,0.16,1
948,2.66,13.32,4,3.44,4.44,2.59,0.55,0.31,1
949,14,75,9,5,6,4.25,1.93,1.19,1
950,6.76,21.64,3.52,1.08,1.49,1.09,0.63,0.43,0
951,1.4,5.62,4.68,1.69,3.98,1.78,0.27,0.14,0
952,13.1,49.13,6.96,1.9,4.09,2.78,1.28,0.58,0
953,18,65,9,5,6,5.56,2.11,1.7,1
954,8.04,18.68,5.71,1.3,3.89,1.82,1.06,0.61,0
955,3.23,22.62,4.2,1.78,1.62,2.35,0.78,0.67,1
956,10.45,32.15,7.5,1.93,2,2.3,1.03,0.54,0
957,8.19,32.75,6.96,1.9,2.46,1.47,0.66,0.33,0
958,1.58,9.01,6.76,1.01,1.8,3.4,0.35,0.2,0
959,2.53,14.44,4.33,2.09,1.44,0.81,0.49,0.24,1
960,12.5,50,7,4.5,6,3.5,2.28,1.12,0
961,6.5,15,5,4,2,2,2,1,0
962,3.73,14.91,4.38,0.93,2.33,0.98,0.7,0.34,0
963,2,65,2.5,0.7,1.7,1.77,0.36,0.75,0
965,26.42,126.81,15.85,7.4,7.4,5.51,4.61,4.37,1
966,5.59,32.61,5.59,2.24,3.54,1.55,1.07,0.65,1
967,15,75,8,4.75,6,4.62,2.67,1.62,0
968,1.27,7.63,2.86,2.22,2.86,1.59,0.51,0.23,1
970,2.04,14.27,4.84,0.55,1.43,1.09,0.43,0.33,1
971,7.22,27.79,6.14,1.8,2.89,2.53,0.94,0.79,0
972,17.5,90,10.25,7,7,4.73,2.42,1.72,1
973,5.59,22.36,7.45,0.93,2.8,1.27,0.84,0.61,0
974,6.41,30.16,5.65,3.77,6.79,4.47,1.65,0.77,0
976,5,19,3.28,0.75,1,1.93,0.4,0.35,0
977,4.67,25.94,6.75,1.82,3.37,2.33,0.89,0.62,0
978,8.52,40.94,4.91,1.23,2.29,2.5,1.01,0.51,0
980,1.92,25.62,5.64,2.05,3.84,1.54,0.66,0.47,1
981,3.28,35.13,4.24,1.99,2.34,1.05,0.89,0.64,0
982,4.19,23.26,5.58,2.33,1.86,1.4,0.99,0.5,1
983,2.79,31.64,5.16,2.79,4.65,1.65,0.52,0.28,1
984,15,62.5,8,3.5,7,4.45,2.06,1.27,1
985,15.07,40.17,10.04,3.01,4.02,3.01,2.01,2.01,0
987,13.43,52.12,10.42,2.23,4.47,3.35,1.49,0.97,1
988,5.59,20.5,13.04,1.86,2.8,1.86,1.3,0.93,0
989,1.85,16.22,2.78,1.39,1.31,0.69,0.5,0.2,0
990,4.66,18.63,4.66,2.24,4.66,1.68,1.06,0.58,0
991,5.28,35.81,5.65,2.26,3.02,3.39,1.32,0.78,0
992,1.84,10.41,2.45,1.84,3.49,1.09,0.28,0.18,0
993,3,10,2.25,0.85,1,1.03,0.4,0.33,0
994,18,60,6.6,4,5.5,4.79,1.88,1.54,0
995,6.5,36.1,5.05,2.89,5.05,3.25,0.99,0.77,0
996,11.46,40.94,4.91,1.43,2.95,2.37,0.96,0.61,0
997,2.15,6.97,2.82,0.91,1.18,1.01,0.34,0.11,0
998,1.33,17.76,3.55,2.66,3.33,1.92,0.54,0.32,0
999,15,70,9,6,7,5.44,2.5,1.72,1
1000,8.19,39.3,5.73,1.47,1.8,1.69,0.93,0.41,0
1001,2.57,25.73,5.04,0.86,2.06,2.22,0.64,0.32,0
1002,3.47,25.27,5.05,1.73,2.53,1.8,0.75,0.65,0
1003,15,47.5,8,3.5,6.5,4.5,1.57,1.88,0
1004,2.19,15.03,3.09,0.88,1.59,1.41,0.4,0.34,0
1005,4.08,32.67,5.88,2.04,3.27,2.24,0.54,0.45,0
1006,1.08,12.71,2.38,2.38,3.81,1.11,0.57,0.14,0
1007,0.67,7.8,3.56,4.46,4.46,1.08,0.18,0.14,0
1008,15,50,9,6.25,8,4.83,1.88,1.67,0
1009,2.22,13.35,4.13,4.13,6.36,2.07,0.44,0.29,0
1010,5.78,29.96,4.33,2.89,2.17,3.18,0.72,0.65,0
1011,8.39,19.57,7.45,1.68,2.24,1.86,1.12,0.65,0
1012,15,85,10,5,6.5,4.75,2.86,1.41,1
1014,6.5,36.1,5.05,2.6,2.53,3.03,0.75,0.65,0
1015,1.84,9.79,4.28,0.8,1.96,0.98,0.27,0.2,0
1018,7.22,32.21,5.55,1.44,2.22,2.55,1.01,0.79,1
1019,13.5,55,9,4,5,4.5,2.33,1.8,1
1020,16.38,49.13,7.37,1.64,2.46,2.99,1.36,0.74,1
1021,1.24,5.52,5.63,1.13,1.58,2.14,0.23,0.25,0
1022,6.5,30,6.88,1.3,2.25,1.35,1.07,0.81,0
1023,3.26,12.22,4.07,1.22,2.04,0.88,0.3,0.17,0
1024,3.17,18.63,4.66,0.93,1.86,1.18,0.78,0.35,0
1025,8.19,28.66,6.55,1.31,1.47,2.13,0.98,0.41,0
1026,7.22,28.88,6.94,5.78,4.33,3.73,1.61,1.23,0
1027,4.66,18.63,5.59,1.28,2.66,1.69,0.87,0.49,1
1028,3.88,28.5,5.66,0.95,1,3.72,1.03,0.51,0
1029,5.59,27.95,6.52,1.68,4.66,2.24,1.18,0.81,0
1030,3.54,18.63,5.78,1.02,1.68,1.06,0.65,0.5,0
1031,3.47,25.27,5.05,1.73,2.53,1.8,0.75,0.65,0
1032,8,20,4.92,1,2,1.3,1.6,0.93,0
1033,6.5,18.05,5.41,1.44,3.61,3.61,1.42,0.77,0
1034,17,95,8.83,7.5,7.5,4.66,2.67,1.79,1
1035,20,60,10,6,4.68,4.94,2.85,1.44,0
1036,28.5,60,8.95,5.5,6.5,4.06,1.88,1.76,1
1037,1.11,6.68,2.9,2.23,2.9,0.7,0.18,0.12,0
1038,15,110,7,5,8,4,2,2,0
1040,7.07,28.88,5.05,2.17,4.11,1.08,0.87,0.71,0
1042,8.19,40.94,5.73,1.47,2.46,2.09,1,0.43,0
